Time (s),Channel 1 (V)
-0.005595437047101449,0.01357180025933857
-0.005589187047101447,0.01357180025933857
-0.005582937047101447,0.01357180025933857
-0.005576687047101448,0.01357180025933857
-0.005570437047101449,0.01357180025933857
-0.005564187047101449,0.009882656717255411
-0.005557937047101447,0.009882656717257089
-0.005551687047101447,0.01357180025933857
-0.005545437047101448,0.01357180025933857
-0.005539187047101449,0.01357180025933857
-0.005532937047101449,0.01357180025933857
-0.005526687047101447,0.01357180025933857
-0.005520437047101447,0.01357180025933857
-0.005514187047101448,0.009882656717255411
-0.005507937047101449,0.01357180025933857
-0.005501687047101449,0.01357180025933857
-0.005495437047101447,0.01357180025933857
-0.005489187047101447,0.01357180025933857
-0.005482937047101448,0.01357180025933857
-0.005476687047101449,0.01357180025933857
-0.005470437047101449,0.01357180025933857
-0.005464187047101447,0.0135718002593369
-0.005457937047101447,0.009882656717255411
-0.005451687047101448,0.01357180025933857
-0.005445437047101449,0.01357180025933857
-0.005439187047101449,0.01357180025933857
-0.005432937047101447,0.01357180025933857
-0.005426687047101447,0.01357180025933857
-0.005420437047101448,0.01357180025933857
-0.005414187047101449,0.009882656717255411
-0.005407937047101449,0.01357180025933857
-0.005401687047101447,0.01357180025933857
-0.005395437047101447,0.01357180025933857
-0.005389187047101448,0.009882656717255411
-0.005382937047101449,0.01357180025933857
-0.005376687047101449,0.01357180025933857
-0.00537043704710145,0.009882656717257089
-0.005364187047101447,0.01357180025933857
-0.005357937047101448,0.009882656717255411
-0.005351687047101449,0.01357180025933857
-0.005345437047101449,0.01357180025933857
-0.00533918704710145,0.01357180025933857
-0.005332937047101447,0.009882656717255411
-0.005326687047101448,0.01357180025933857
-0.005320437047101449,0.01357180025933857
-0.005314187047101449,0.01357180025933857
-0.00530793704710145,0.009882656717257089
-0.005301687047101447,0.009882656717255411
-0.005295437047101448,0.01357180025933857
-0.005289187047101448,0.009882656717255411
-0.005282937047101449,0.01357180025933857
-0.00527668704710145,0.01357180025933857
-0.005270437047101447,0.01357180025933857
-0.005264187047101448,0.009882656717255411
-0.005257937047101448,0.009882656717255411
-0.005251687047101449,0.009882656717255411
-0.00524543704710145,0.009882656717255411
-0.005239187047101447,0.01357180025933857
-0.005232937047101448,0.009882656717255411
-0.005226687047101448,0.01357180025933857
-0.005220437047101449,0.009882656717255411
-0.00521418704710145,0.0135718002593369
-0.005207937047101447,0.01357180025933857
-0.005201687047101448,0.01357180025933857
-0.005195437047101448,0.009882656717255411
-0.005189187047101449,0.01357180025933857
-0.00518293704710145,0.01357180025933857
-0.005176687047101447,0.009882656717255411
-0.005170437047101448,0.01357180025933857
-0.005164187047101448,0.009882656717255411
-0.005157937047101449,0.006193513175172694
-0.00515168704710145,0.009882656717253734
-0.005145437047101447,0.009882656717255411
-0.005139187047101448,0.01357180025933857
-0.005132937047101448,0.01357180025933857
-0.005126687047101449,0.01357180025933857
-0.00512043704710145,0.009882656717257089
-0.005114187047101447,0.01357180025933857
-0.005107937047101448,0.01726094380142174
-0.005101687047101448,0.01357180025933857
-0.005095437047101449,0.009882656717255411
-0.00508918704710145,0.009882656717255411
-0.005082937047101447,0.009882656717255411
-0.005076687047101448,0.01357180025933857
-0.005070437047101448,0.01357180025933857
-0.005064187047101449,0.01357180025933857
-0.00505793704710145,0.01357180025933857
-0.005051687047101447,0.01357180025933857
-0.005045437047101448,0.01357180025933857
-0.005039187047101448,0.01726094380142174
-0.005032937047101449,0.009882656717255411
-0.00502668704710145,0.01357180025933857
-0.005020437047101447,0.01726094380142174
-0.005014187047101448,0.01357180025933857
-0.005007937047101448,0.01357180025933857
-0.005001687047101449,0.01357180025933857
-0.00499543704710145,0.01357180025933857
-0.004989187047101447,0.01726094380142174
-0.004982937047101448,0.009882656717255411
-0.004976687047101448,0.01357180025933857
-0.004970437047101449,0.01357180025933857
-0.00496418704710145,0.01357180025933857
-0.004957937047101447,0.01357180025933857
-0.004951687047101447,0.01357180025933857
-0.004945437047101448,0.01357180025933857
-0.004939187047101449,0.01357180025933857
-0.00493293704710145,0.01357180025933857
-0.004926687047101447,0.01357180025933857
-0.004920437047101447,0.01357180025933857
-0.004914187047101448,0.01357180025933857
-0.004907937047101449,0.01357180025933857
-0.00490168704710145,0.009882656717255411
-0.004895437047101447,0.009882656717257089
-0.004889187047101447,0.01357180025933857
-0.004882937047101448,0.01357180025933857
-0.004876687047101449,0.009882656717255411
-0.00487043704710145,0.009882656717255411
-0.004864187047101447,0.009882656717257089
-0.004857937047101447,0.01357180025933857
-0.004851687047101448,0.01357180025933857
-0.004845437047101449,0.009882656717255411
-0.004839187047101449,0.009882656717255411
-0.004832937047101447,0.009882656717257089
-0.004826687047101447,0.01357180025933857
-0.004820437047101448,0.009882656717255411
-0.004814187047101449,0.009882656717255411
-0.004807937047101449,0.01357180025933857
-0.004801687047101447,0.0135718002593369
-0.004795437047101447,0.009882656717255411
-0.004789187047101448,0.01357180025933857
-0.004782937047101449,0.009882656717255411
-0.004776687047101449,0.01357180025933857
-0.004770437047101447,0.009882656717255411
-0.004764187047101447,0.009882656717255411
-0.004757937047101448,0.01357180025933857
-0.004751687047101449,0.01357180025933857
-0.004745437047101449,0.01357180025933857
-0.004739187047101447,0.01357180025933857
-0.004732937047101447,0.01357180025933857
-0.004726687047101448,0.01357180025933857
-0.004720437047101449,0.009882656717255411
-0.004714187047101449,0.009882656717255411
-0.004707937047101447,0.01357180025933857
-0.004701687047101447,0.01357180025933857
-0.004695437047101448,0.009882656717255411
-0.004689187047101449,0.009882656717255411
-0.004682937047101449,0.01357180025933857
-0.004676687047101447,0.0135718002593369
-0.004670437047101447,0.009882656717255411
-0.004664187047101448,0.01357180025933857
-0.004657937047101449,0.009882656717255411
-0.004651687047101449,0.01357180025933857
-0.004645437047101447,0.0135718002593369
-0.004639187047101447,0.009882656717255411
-0.004632937047101448,0.009882656717255411
-0.004626687047101449,0.009882656717255411
-0.004620437047101449,0.009882656717255411
-0.004614187047101447,0.009882656717255411
-0.004607937047101447,0.009882656717255411
-0.004601687047101448,0.01357180025933857
-0.004595437047101449,0.01357180025933857
-0.004589187047101449,0.01357180025933857
-0.00458293704710145,0.01357180025933857
-0.004576687047101447,0.009882656717255411
-0.004570437047101448,0.01357180025933857
-0.004564187047101449,0.009882656717255411
-0.004557937047101449,0.01357180025933857
-0.00455168704710145,0.01357180025933857
-0.004545437047101447,0.01357180025933857
-0.004539187047101448,0.009882656717255411
-0.004532937047101449,0.01357180025933857
-0.004526687047101449,0.009882656717255411
-0.00452043704710145,0.0135718002593369
-0.004514187047101447,0.009882656717255411
-0.004507937047101448,0.009882656717255411
-0.004501687047101448,0.01357180025933857
-0.004495437047101449,0.01357180025933857
-0.00448918704710145,0.01357180025933857
-0.004482937047101447,0.01357180025933857
-0.004476687047101448,0.009882656717255411
-0.004470437047101448,0.009882656717255411
-0.004464187047101449,0.01357180025933857
-0.00445793704710145,0.009882656717257089
-0.004451687047101447,0.009882656717255411
-0.004445437047101448,0.01357180025933857
-0.004439187047101448,0.01726094380142174
-0.004432937047101449,0.01357180025933857
-0.00442668704710145,0.009882656717257089
-0.004420437047101447,0.01726094380142174
-0.004414187047101448,0.01357180025933857
-0.004407937047101448,0.01357180025933857
-0.004401687047101449,0.009882656717255411
-0.00439543704710145,0.01726094380141838
-0.004389187047101447,0.01726094380142174
-0.004382937047101448,0.009882656717255411
-0.004376687047101448,0.009882656717255411
-0.004370437047101449,0.009882656717255411
-0.00436418704710145,0.0135718002593369
-0.004357937047101447,0.01357180025933857
-0.004351687047101448,0.009882656717255411
-0.004345437047101448,0.01357180025933857
-0.004339187047101449,0.009882656717255411
-0.00433293704710145,0.009882656717255411
-0.004326687047101447,0.009882656717255411
-0.004320437047101448,0.01357180025933857
-0.004314187047101448,0.009882656717255411
-0.004307937047101449,0.009882656717255411
-0.00430168704710145,0.009882656717255411
-0.004295437047101447,0.009882656717255411
-0.004289187047101448,0.01357180025933857
-0.004282937047101448,0.01357180025933857
-0.004276687047101449,0.009882656717255411
-0.00427043704710145,0.0135718002593369
-0.004264187047101447,0.01357180025933857
-0.004257937047101448,0.01357180025933857
-0.004251687047101448,0.01357180025933857
-0.004245437047101449,0.01357180025933857
-0.00423918704710145,0.01357180025933857
-0.004232937047101447,0.01357180025933857
-0.004226687047101448,0.01357180025933857
-0.004220437047101448,0.01357180025933857
-0.004214187047101449,0.009882656717255411
-0.00420793704710145,0.01357180025933857
-0.004201687047101447,0.01357180025933857
-0.004195437047101448,0.01357180025933857
-0.004189187047101448,0.009882656717255411
-0.004182937047101449,0.01357180025933857
-0.00417668704710145,0.01357180025933857
-0.004170437047101447,0.01357180025933857
-0.004164187047101447,0.01357180025933857
-0.004157937047101448,0.009882656717255411
-0.004151687047101449,0.01357180025933857
-0.00414543704710145,0.009882656717255411
-0.004139187047101447,0.009882656717255411
-0.004132937047101447,0.009882656717255411
-0.004126687047101448,0.009882656717255411
-0.004120437047101449,0.009882656717255411
-0.00411418704710145,0.009882656717255411
-0.004107937047101447,0.01357180025933857
-0.004101687047101447,0.01357180025933857
-0.004095437047101448,0.009882656717255411
-0.004089187047101449,0.009882656717255411
-0.00408293704710145,0.009882656717255411
-0.004076687047101447,0.01357180025933857
-0.004070437047101447,0.01357180025933857
-0.004064187047101448,0.009882656717255411
-0.004057937047101449,0.009882656717255411
-0.004051687047101449,0.01357180025933857
-0.004045437047101447,0.009882656717255411
-0.004039187047101447,0.009882656717255411
-0.004032937047101448,0.01357180025933857
-0.004026687047101449,0.009882656717255411
-0.004020437047101449,0.01357180025933857
-0.004014187047101447,0.0135718002593369
-0.004007937047101447,0.009882656717255411
-0.004001687047101448,0.009882656717255411
-0.003995437047101449,0.009882656717255411
-0.003989187047101449,0.009882656717255411
-0.003982937047101447,0.01357180025933857
-0.003976687047101447,0.01357180025933857
-0.003970437047101448,0.01357180025933857
-0.003964187047101449,0.01357180025933857
-0.003957937047101449,0.01357180025933857
-0.003951687047101447,0.0135718002593369
-0.003945437047101447,0.009882656717255411
-0.003939187047101448,0.01357180025933857
-0.003932937047101449,0.01357180025933857
-0.003926687047101449,0.01357180025933857
-0.003920437047101447,0.0135718002593369
-0.003914187047101447,0.009882656717255411
-0.003907937047101448,0.009882656717255411
-0.003901687047101449,0.009882656717255411
-0.003895437047101449,0.009882656717255411
-0.003889187047101447,0.009882656717255411
-0.003882937047101447,0.009882656717255411
-0.003876687047101448,0.01357180025933857
-0.003870437047101449,0.009882656717255411
-0.003864187047101449,0.009882656717255411
-0.003857937047101447,0.009882656717257089
-0.003851687047101447,0.01357180025933857
-0.003845437047101448,0.01357180025933857
-0.003839187047101449,0.01357180025933857
-0.003832937047101449,0.01357180025933857
-0.003826687047101446,0.009882656717257089
-0.003820437047101447,0.01357180025933857
-0.003814187047101448,0.01357180025933857
-0.003807937047101449,0.009882656717255411
-0.003801687047101449,0.01357180025933857
-0.00379543704710145,0.009882656717257089
-0.003789187047101447,0.009882656717255411
-0.003782937047101448,0.01357180025933857
-0.003776687047101449,0.01357180025933857
-0.003770437047101449,0.01357180025933857
-0.00376418704710145,0.009882656717257089
-0.003757937047101447,0.009882656717255411
-0.003751687047101448,0.009882656717255411
-0.003745437047101449,0.01357180025933857
-0.003739187047101449,0.009882656717255411
-0.00373293704710145,0.009882656717255411
-0.003726687047101447,0.009882656717255411
-0.003720437047101448,0.009882656717255411
-0.003714187047101448,0.01357180025933857
-0.003707937047101449,0.009882656717255411
-0.00370168704710145,0.0135718002593369
