x-axis,1,2
second,Volt,Ampere
-2.1400E-03,,
-2.1300E-03,,
-2.1200E-03,+150.4309E-03,+4.2651E-03
-2.1100E-03,+111.5214E-03,+4.2651E-03
-2.1000E-03,+132.2677E-03,+4.2651E-03
-2.0900E-03,+88.1920E-03,+4.2651E-03
-2.0800E-03,+80.4020E-03,+7.6374E-03
-2.0700E-03,+114.1046E-03,+4.2651E-03
-2.0600E-03,+134.8509E-03,+4.2651E-03
-2.0500E-03,+155.5972E-03,+4.5254E-03
-2.0400E-03,+95.9415E-03,+4.2651E-03
-2.0300E-03,+80.4020E-03,+6.4709E-03
-2.0200E-03,+160.8040E-03,+4.2651E-03
-2.0100E-03,+83.0257E-03,+4.2651E-03
-2.0000E-03,+160.8040E-03,+4.2651E-03
-1.9900E-03,+160.8040E-03,+2.1884E-03
-1.9800E-03,+80.4020E-03,+4.2651E-03
-1.9700E-03,+80.4425E-03,+4.2651E-03
-1.9600E-03,+140.0983E-03,+4.2651E-03
-1.9500E-03,+121.8541E-03,+4.2651E-03
-1.9400E-03,+160.8040E-03,+4.2651E-03
-1.9300E-03,+160.8040E-03,+4.2651E-03
-1.9200E-03,+103.6909E-03,+4.2651E-03
-1.9100E-03,+124.4372E-03,+4.2651E-03
-1.9000E-03,+160.8040E-03,+4.2651E-03
-1.8900E-03,+160.8040E-03,+4.0088E-03
-1.8800E-03,+80.4020E-03,+4.2651E-03
-1.8700E-03,+160.8040E-03,+4.2651E-03
-1.8600E-03,+160.8040E-03,+7.6333E-03
-1.8500E-03,+160.8040E-03,+4.2651E-03
-1.8400E-03,+160.8040E-03,+4.2651E-03
-1.8300E-03,+129.6035E-03,+5.8251E-03
-1.8200E-03,+80.4020E-03,+3.7424E-03
-1.8100E-03,+160.8040E-03,+4.2651E-03
-1.8000E-03,+160.8040E-03,+5.8170E-03
-1.7900E-03,+160.8040E-03,+2.8342E-03
-1.7800E-03,+152.9330E-03,+4.6586E-03
-1.7700E-03,+80.4020E-03,+4.2651E-03
-1.7600E-03,+160.8040E-03,+2.5840E-03
-1.7500E-03,+134.7698E-03,+4.2651E-03
-1.7400E-03,+160.8040E-03,+4.2651E-03
-1.7300E-03,+80.4020E-03,+4.2651E-03
-1.7200E-03,+124.5993E-03,+4.6647E-03
-1.7100E-03,+137.3530E-03,+5.4376E-03
-1.7000E-03,+158.0993E-03,+8.1499E-03
-1.6900E-03,+142.7625E-03,+4.2651E-03
-1.6800E-03,+119.1899E-03,+4.2651E-03
-1.6700E-03,+160.8040E-03,+4.2651E-03
-1.6600E-03,+160.6824E-03,+4.2590E-03
-1.6500E-03,+101.0267E-03,+4.2651E-03
-1.6400E-03,+80.4020E-03,+4.2651E-03
-1.6300E-03,+142.5193E-03,+4.2651E-03
-1.6200E-03,+80.4020E-03,+4.2651E-03
-1.6100E-03,+103.6099E-03,+4.2651E-03
-1.6000E-03,+116.8499E-03,+6.0875E-03
