x-axis,1,2,3
second,Volt,Ampere,Volt
+380.0E-06,+1.8176269E+00,+202.0584E-03,-246.3287E-03
+390.0E-06,+1.8688442E+00,+199.9194E-03,-374.3720E-03
+400.0E-06,+1.8688442E+00,+199.4975E-03,+3.0427135E+00
+410.0E-06,+1.9492462E+00,+209.1904E-03,+3.0427135E+00
+420.0E-06,+1.9492462E+00,+207.5377E-03,-374.3720E-03
+430.0E-06,+1.9551015E+00,+203.5176E-03,-374.3720E-03
+440.0E-06,+2.0296482E+00,+200.2421E-03,-374.3720E-03
+450.0E-06,+2.0744129E+00,+199.4975E-03,-374.3720E-03
+460.0E-06,+2.1100502E+00,+211.5578E-03,-374.3720E-03
+470.0E-06,+2.1133223E+00,+207.7013E-03,-374.3720E-03
+480.0E-06,+2.1904522E+00,+204.3913E-03,-217.0525E-03
+490.0E-06,+2.1904522E+00,+201.6066E-03,-268.9182E-03
+500.0E-06,+2.1904522E+00,+199.4975E-03,+3.0427135E+00
+510.0E-06,+2.2708542E+00,+211.5578E-03,+3.0427135E+00
+520.0E-06,+2.3311989E+00,+207.5377E-03,-374.3720E-03
+530.0E-06,+2.3104526E+00,+203.5176E-03,-374.3720E-03
+540.0E-06,+2.3512563E+00,+203.5176E-03,-374.3720E-03
+550.0E-06,+2.3512563E+00,+199.4975E-03,-374.3720E-03
+560.0E-06,+2.4542988E+00,+211.5578E-03,-374.3720E-03
+570.0E-06,+2.4750451E+00,+207.5377E-03,-374.3720E-03
+580.0E-06,+2.5120603E+00,+206.7243E-03,-374.3720E-03
+590.0E-06,+2.5120603E+00,+199.4975E-03,-374.3720E-03
+600.0E-06,+2.5672386E+00,+199.4975E-03,+2.9796543E+00
+610.0E-06,+2.5924623E+00,+209.2593E-03,+2.9277886E+00
+620.0E-06,+2.5924623E+00,+207.5377E-03,-374.3720E-03
+630.0E-06,+2.6728643E+00,+203.5176E-03,-374.3720E-03
+640.0E-06,+2.6728643E+00,+199.4975E-03,-374.3720E-03
+650.0E-06,+2.7532663E+00,+199.4975E-03,-374.3720E-03
+660.0E-06,+2.7643689E+00,+211.5578E-03,-201.1234E-03
+670.0E-06,+2.8336683E+00,+207.5377E-03,-374.3720E-03
+680.0E-06,+2.8336683E+00,+201.0170E-03,-374.3720E-03
