x-axis,1,2,3
second,Volt,Ampere,Volt
+460.0E-06,+3.4768844E+00,+207.9099E-03,-325.3770E-03
+470.0E-06,+3.4768844E+00,+210.5402E-03,-325.3770E-03
+480.0E-06,+3.5572864E+00,+206.5201E-03,+2.8907034E+00
+490.0E-06,+3.6280548E+00,+202.5000E-03,+2.9147873E+00
+500.0E-06,+3.5876662E+00,+198.4799E-03,+2.9666531E+00
+510.0E-06,+3.6669643E+00,+209.0764E-03,-325.3770E-03
+520.0E-06,+3.6376884E+00,+210.5402E-03,-346.7009E-03
+530.0E-06,+3.7180904E+00,+206.5201E-03,-495.8402E-03
+540.0E-06,+3.7655294E+00,+202.5000E-03,-526.3820E-03
+550.0E-06,+3.7447831E+00,+198.4799E-03,-459.6503E-03
+560.0E-06,+3.7984924E+00,+206.5201E-03,-325.3770E-03
+570.0E-06,+3.7984924E+00,+202.5000E-03,-489.3823E-03
+580.0E-06,+3.8340386E+00,+198.4799E-03,-414.2424E-03
+590.0E-06,+3.8788944E+00,+191.6452E-03,+2.9509773E+00
+600.0E-06,+3.8788944E+00,+190.4397E-03,+3.0917085E+00
+610.0E-06,+3.8962775E+00,+198.4799E-03,-482.9245E-03
+620.0E-06,+3.9592964E+00,+192.5533E-03,-420.7003E-03
+630.0E-06,+3.9592964E+00,+186.4196E-03,-526.3820E-03
+640.0E-06,+4.0396985E+00,+186.3806E-03,-325.3770E-03
+650.0E-06,+4.0396985E+00,+179.3777E-03,-526.3820E-03
+660.0E-06,+4.0396985E+00,+184.3840E-03,-424.6008E-03
+670.0E-06,+4.0396985E+00,+178.3794E-03,-325.3770E-03
+680.0E-06,+4.1201005E+00,+178.2892E-03,+2.8907034E+00
+690.0E-06,+4.1201005E+00,+170.3392E-03,+3.0917085E+00
+700.0E-06,+4.1201005E+00,+166.3191E-03,+2.8907034E+00
+710.0E-06,+4.2005025E+00,+170.3392E-03,-366.2772E-03
+720.0E-06,+4.2005025E+00,+162.5183E-03,-325.3770E-03
+730.0E-06,+4.2005025E+00,+159.5355E-03,-325.3770E-03
+740.0E-06,+4.2463813E+00,+152.5326E-03,-411.6851E-03
+750.0E-06,+4.2142794E+00,+150.2387E-03,-526.3820E-03
+760.0E-06,+4.2809045E+00,+161.9505E-03,-325.3770E-03
+770.0E-06,+4.2809045E+00,+154.2588E-03,-526.3820E-03
+780.0E-06,+4.2809045E+00,+150.2387E-03,-446.5318E-03
+790.0E-06,+4.3613065E+00,+142.1985E-03,+3.0637240E+00
+800.0E-06,+4.3613065E+00,+138.6560E-03,+2.9145847E+00
+810.0E-06,+4.3613065E+00,+146.2186E-03,-401.1240E-03
+820.0E-06,+4.3613065E+00,+139.6462E-03,-325.3770E-03
+830.0E-06,+4.3613065E+00,+134.1583E-03,-346.9036E-03
+840.0E-06,+4.4417085E+00,+130.1382E-03,-496.0429E-03
+850.0E-06,+4.4417085E+00,+126.1181E-03,-526.3820E-03
+860.0E-06,+4.4417085E+00,+138.1784E-03,-325.3770E-03
+870.0E-06,+4.4417085E+00,+130.4396E-03,-511.3134E-03
+880.0E-06,+4.4417085E+00,+130.1382E-03,-325.3770E-03
+890.0E-06,+4.4866454E+00,+124.3448E-03,+3.0030457E+00
+900.0E-06,+4.4979199E+00,+118.0779E-03,+3.0312319E+00
